action_id,benchmark_required,candidate_only_warning,change_id,change_type,cycle4_criterion,cycle4_title,department_candidate,evidence_focus,notice_required,preparation_task,priority,risk_level,section_type,source_id_3,source_id_4,verification_status,action_type,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,confirmed_by,confirmed_at,source_support_level,official_confirmation_needed
act_00055,false,Department/risk values are operational candidates for review.,chg_00089,신설후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",기준값/정량;면담;증빙,true,"근거자료 항목 검토 및 준비: 학생 1 인원: 10명 내외 2 표집: 계열별, 학년별, 성별에 따라 고르게 분포",1,high,evidence,,c4__1_5__evidence__현지면담:003,needs_review,new_requirement_review,기획처,교무처;교육혁신원;취·창업지원부서,,10명,c4__1_5__evidence__현지면담:003,,,source_json_single_side_review,true
act_00056,false,Department/risk values are operational candidates for review.,chg_00090,삭제후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",증빙,true,근거자료 항목 검토 및 준비: 4-다. 신입생 충원 현황,1,high,evidence,c3__5_2__evidence__정보공시:001,,needs_review,deletion_or_move_review,기획처,교무처;교육혁신원;취·창업지원부서,,,c3__5_2__evidence__정보공시:001,,,source_json_single_side_review,true
act_00057,false,Department/risk values are operational candidates for review.,chg_00091,삭제후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",실적기간;증빙,true,근거자료 항목 검토 및 준비: 신입생실태조사보고서(또는 재학생실태조사보고서): 최근 3년 자료,1,high,evidence,c3__5_2__evidence__현지확인자료:001,,needs_review,deletion_or_move_review,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c3__5_2__evidence__현지확인자료:001,,,source_json_single_side_review,true
act_00058,true,Department/risk values are operational candidates for review.,chg_00096,신설후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",증빙,true,근거자료 항목 검토 및 준비: 사회봉사 교과목 운영 관련 근거 규정,1,high,evidence,,c4__1_6__evidence__제출자료_관련규정:002,needs_review,new_requirement_review,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__evidence__제출자료_관련규정:002,,,source_json_single_side_review,true
act_00059,true,Department/risk values are operational candidates for review.,chg_00097,신설후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",증빙,true,근거자료 항목 검토 및 준비: 지역사회 및 지역대학 연계·협력 관련 근거 규정,1,high,evidence,,c4__1_6__evidence__제출자료_관련규정:003,needs_review,new_requirement_review,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__evidence__제출자료_관련규정:003,,,source_json_single_side_review,true
act_00060,true,Department/risk values are operational candidates for review.,chg_00100,신설후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,근거자료 항목 검토 및 준비: 사회봉사 연간 계획: 최근 3년 자료,1,high,evidence,c3__5_5__evidence__현지확인자료:001,c4__1_6__evidence__현지확인자료:001,needs_review,new_requirement_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__evidence__현지확인자료:001,,,source_json_comparative_candidate,true
act_00061,true,Department/risk values are operational candidates for review.,chg_00101,변경,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,근거자료 항목 검토 및 준비: 사회봉사 활동 증빙자료: 최근 3년 자료,2,medium,evidence,c3__5_5__evidence__현지확인자료:002,c4__1_6__evidence__현지확인자료:002,candidate,metric_or_standard_update,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__evidence__현지확인자료:002,,,source_json_comparative_candidate,true
act_00062,true,Department/risk values are operational candidates for review.,chg_00102,신설후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,근거자료 항목 검토 및 준비: 사회봉사 지원 관련 자료: 최근 3년 자료,1,high,evidence,c3__5_6__evidence__현지확인자료:002,c4__1_6__evidence__현지확인자료:003,needs_review,new_requirement_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__evidence__현지확인자료:003,,,source_json_comparative_candidate,true
act_00063,true,Department/risk values are operational candidates for review.,chg_00103,변경,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,근거자료 항목 검토 및 준비: 지역사회 및 지역대학과의 인적·물적 공유 및 연계·협력 관련 실적 자료: 최근 3년 자료,2,medium,evidence,c3__5_6__evidence__현지확인자료:001,c4__1_6__evidence__현지확인자료:004,candidate,metric_or_standard_update,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__evidence__현지확인자료:004,,,source_json_comparative_candidate,true
act_00064,true,Department/risk values are operational candidates for review.,chg_00106,변경,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",면담;증빙,true,"근거자료 항목 검토 및 준비: 사회봉사단(센터)장, 사회봉사 업무 담당자, 사회봉사 교과목 담당 교수",1,high,evidence,c3__5_5__evidence__현지면담:001,c4__1_6__evidence__현지면담:002,candidate,evidence_preparation_update,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__evidence__현지면담:002,,,source_json_comparative_candidate,true
act_00065,true,Department/risk values are operational candidates for review.,chg_00107,변경,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",면담;증빙,true,근거자료 항목 검토 및 준비: 지역대학 및 지역사회 연계·협력 부서장 및 담당자,1,high,evidence,c3__5_6__evidence__현지면담:002,c4__1_6__evidence__현지면담:003,candidate,evidence_preparation_update,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__evidence__현지면담:003,,,source_json_comparative_candidate,true
act_00066,true,Department/risk values are operational candidates for review.,chg_00108,삭제후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",기준값/정량;면담;증빙,true,"근거자료 항목 검토 및 준비: 학생 1 인원: 10명 내외 2 표집: 계열별, 학년별, 성별에 따라 고르게 분포",1,high,evidence,c3__5_5__evidence__현지면담:002,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,,10명,c3__5_5__evidence__현지면담:002,,,source_json_single_side_review,true
act_00067,true,Department/risk values are operational candidates for review.,chg_00109,삭제후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,근거자료 항목 검토 및 준비: 지역대학과의 공유 추진체계: 최근 3년 자료,1,high,evidence,c3__5_6__evidence__제출자료_첨부:001,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_6__evidence__제출자료_첨부:001,,,source_json_single_side_review,true
act_00068,true,Department/risk values are operational candidates for review.,chg_00110,삭제/이동후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",증빙,true,"근거자료 항목 검토 및 준비: 근거 규정, 조직, 예산 등",1,high,evidence,c3__5_6__evidence__제출자료_첨부:001.sub:001,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,,,c3__5_6__evidence__제출자료_첨부:001.sub:001,,,source_json_single_side_review,true
act_00069,true,Department/risk values are operational candidates for review.,chg_00111,삭제후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,근거자료 항목 검토 및 준비: 지역사회 연계・협력 추진체계: 최근 3년 자료,1,high,evidence,c3__5_6__evidence__제출자료_첨부:002,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_6__evidence__제출자료_첨부:002,,,source_json_single_side_review,true
act_00070,true,Department/risk values are operational candidates for review.,chg_00112,삭제/이동후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",증빙,true,"근거자료 항목 검토 및 준비: 근거 규정, 조직, 예산 등",1,high,evidence,c3__5_6__evidence__제출자료_첨부:002.sub:001,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,,,c3__5_6__evidence__제출자료_첨부:002.sub:001,,,source_json_single_side_review,true
act_00071,true,Department/risk values are operational candidates for review.,chg_00130,삭제후보,2.2,교양교육과정,"교무처, 교육과정 담당부서",산식/기준산정;실적기간;증빙,true,"근거자료 항목 검토 및 준비: 교양과목별 평균 수강학생수(DB 대체 가능): 최근 1년 1, 2학기별 자료",1,high,evidence,c3__2_2__evidence__현지확인자료:002,,needs_review,deletion_or_move_review,교무처,교육과정 담당부서,최근 1년,1년;평균,c3__2_2__evidence__현지확인자료:002,,,source_json_single_side_review,true
act_00072,true,Department/risk values are operational candidates for review.,chg_00131,삭제후보,2.2,교양교육과정,"교무처, 교육과정 담당부서",산식/기준산정;실적기간;증빙,true,"근거자료 항목 검토 및 준비: 전임교원의 평균 강의 시수(전공 및 교양 강의 실제 강의 시수 데이터 엑셀파일): 최근 1년 1, 2학기별 자료",1,high,evidence,c3__2_2__evidence__현지확인자료:003,,needs_review,deletion_or_move_review,교무처,교육과정 담당부서,최근 1년,1년;평균,c3__2_2__evidence__현지확인자료:003,,,source_json_single_side_review,true
act_00073,true,Department/risk values are operational candidates for review.,chg_00132,삭제후보,2.2,교양교육과정,"교무처, 교육과정 담당부서",증빙,true,근거자료 항목 검토 및 준비: 비교과과정 구성 현황,1,high,evidence,c3__2_2__evidence__현지확인자료:004,,needs_review,deletion_or_move_review,교무처,교육과정 담당부서,,,c3__2_2__evidence__현지확인자료:004,,,source_json_single_side_review,true
act_00074,true,Department/risk values are operational candidates for review.,chg_00134,신설후보,2.3,전공교육과정,"교무처, 교육과정 담당부서",증빙,true,"근거자료 항목 검토 및 준비: 부·복수·다전공·기타전공(융합, 연계, 자율전공 등) 및 소단위 전공 제도 운영 관련 규정",1,high,evidence,,c4__2_3__evidence__제출자료_관련규정:002,needs_review,new_requirement_review,교무처,교육과정 담당부서,,,c4__2_3__evidence__제출자료_관련규정:002,,,source_json_single_side_review,true
