candidate_note_3,candidate_note_4,candidate_only_warning,change_categories,change_id,change_type,cycle3_criterion,cycle3_title,cycle4_criterion,cycle4_title,field_name_4,item_path_4,manual_review_required,section_label,section_type,similarity,source_id_3,source_id_4,source_text_3,source_text_4,verification_status,global_match_status,global_candidate_count,review_reason,human_review_status,official_confirmation_needed
"4주기에서 표현 변경: '내・외부 감사보고서: 최근 3년 자료' → '내·외부(교육부, 감사원 등) 감사보고서: 최근 3년 자료'",,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00050,변경,1.6,감사,1.2,거버넌스와 감사,현지확인자료,현지확인자료:004,false,근거자료,evidence,0.800,c3__1_6__evidence__현지확인자료:001,c4__1_2__evidence__현지확인자료:004,내・외부 감사보고서: 최근 3년 자료,"내·외부(교육부, 감사원 등) 감사보고서: 최근 3년 자료",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00051,유지,1.6,감사,1.2,거버넌스와 감사,현지확인자료,현지확인자료:005,false,근거자료,evidence,1.000,c3__1_6__evidence__현지확인자료:002,c4__1_2__evidence__현지확인자료:005,감사 결과를 대학 운영에 반영한 자료: 최근 3년 자료,감사 결과를 대학 운영에 반영한 자료: 최근 3년 자료,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00052,유지,1.6,감사,1.2,거버넌스와 감사,현지확인자료,현지확인자료:006,false,근거자료,evidence,1.000,c3__1_6__evidence__현지확인자료:003,c4__1_2__evidence__현지확인자료:006,감사 결과 공개 관련 자료: 최근 3년 자료,감사 결과 공개 관련 자료: 최근 3년 자료,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
"4주기 1.2에서 '공익제보 절차 및 공익제보자 보호 제도 구축·운영 자료: 최근 3년 자료'로 변경됨 (구축·운영 추가, 최근 3년 자료 기간 명시)","3주기 1.6의 '공익제보 절차 및 공익제보자 보호 제도 자료'에서 변경됨 (구축·운영 추가, 최근 3년 자료 기간 명시)",Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00053,변경,1.6,감사,1.2,거버넌스와 감사,현지확인자료,현지확인자료:007,false,근거자료,evidence,0.783,c3__1_6__evidence__현지확인자료:004,c4__1_2__evidence__현지확인자료:007,공익제보 절차 및 공익제보자 보호 제도 자료,공익제보 절차 및 공익제보자 보호 제도 구축·운영 자료: 최근 3년 자료,candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,면담;증빙,chg_00054,유지,1.3,거버넌스,1.2,거버넌스와 감사,현지면담,현지면담:001,false,근거자료,evidence,1.000,c3__1_3__evidence__현지면담:001,c4__1_2__evidence__현지면담:001,기획처장,기획처장,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
"4주기에서 표현 변경: '대학 의사결정 참여자- (교수 대표, 직원 대표, 학생 대표)' → '대학 의사결정 참여자: 교수 대표, 직원 대표, 학생 대표'",,Change type is heuristic unless verification_status is confirmed.,면담;증빙,chg_00055,유지,1.3,거버넌스,1.2,거버넌스와 감사,현지면담,현지면담:002,false,근거자료,evidence,1.000,c3__1_3__evidence__현지면담:002,c4__1_2__evidence__현지면담:002,"대학 의사결정 참여자- (교수 대표, 직원 대표, 학생 대표)","대학 의사결정 참여자: 교수 대표, 직원 대표, 학생 대표",confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,면담;증빙,chg_00056,유지,1.6,감사,1.2,거버넌스와 감사,현지면담,현지면담:003,false,근거자료,evidence,1.000,c3__1_6__evidence__현지면담:001,c4__1_2__evidence__현지면담:003,감사부서 담당자,감사부서 담당자,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
"3주기 1.5(재정 집행)에도 동일 항목이 있어, 4주기 1.3 통합 시 단일화됨",,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00057,유지,1.4,재정 확보,1.3,재정 확보 및 집행,정보공시,정보공시:001,false,근거자료,evidence,1.000,c3__1_4__evidence__정보공시:001,c4__1_3__evidence__정보공시:001,8. 예・결산 내역 등 학교 및 법인의 회계에 관한 사항,8. 예·결산 내역 등 학교 및 법인의 회계에 관한 사항,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00058,유지,1.5,재정 집행,1.3,재정 확보 및 집행,정보공시,정보공시:002,true,근거자료,evidence,1.000,c3__1_5__evidence__정보공시:002,c4__1_3__evidence__정보공시:002,9-나. 학생 1인당 교육비 산정 근거,9-나. 학생 1인당 교육비 산정근거,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00059,유지,1.5,재정 집행,1.3,재정 확보 및 집행,제출자료_관련규정,제출자료_관련규정:001,true,근거자료,evidence,1.000,c3__1_5__evidence__제출자료_관련규정:001,c4__1_3__evidence__제출자료_관련규정:001,예산 편성 관련 규정 및 지침,예산 편성 관련 규정 및 지침,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
"3주기 1.5(재정 집행)에도 동일 항목이 있어, 4주기 1.3 통합 시 단일화됨",,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00060,유지,1.4,재정 확보,1.3,재정 확보 및 집행,현지확인자료,현지확인자료:001,false,근거자료,evidence,1.000,c3__1_4__evidence__현지확인자료:001,c4__1_3__evidence__현지확인자료:001,중장기 재정 운영 계획서,중장기 재정 운영 계획서,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
"3주기 1.5(재정 집행)에도 동일 항목이 있어, 4주기 1.3 통합 시 단일화됨",,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00061,유지,1.4,재정 확보,1.3,재정 확보 및 집행,현지확인자료,현지확인자료:002,false,근거자료,evidence,1.000,c3__1_4__evidence__현지확인자료:002,c4__1_3__evidence__현지확인자료:002,예・결산보고서: 최근 3년 자료,예·결산보고서: 최근 3년 자료,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,실적기간;증빙,chg_00062,유지,1.5,재정 집행,1.3,재정 확보 및 집행,현지확인자료,현지확인자료:003,true,근거자료,evidence,1.000,c3__1_5__evidence__현지확인자료:003,c4__1_3__evidence__현지확인자료:003,예산 편성 의견 수렴 관련 자료: 최근 3년 자료,예산 편성 의견 수렴 관련 자료: 최근 3년 자료,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
"3주기 1.5(재정 집행)에도 동일 항목이 있어, 4주기 1.3 통합 시 단일화됨",,Change type is heuristic unless verification_status is confirmed.,면담;증빙,chg_00063,유지,1.4,재정 확보,1.3,재정 확보 및 집행,현지면담,현지면담:001,false,근거자료,evidence,1.000,c3__1_4__evidence__현지면담:001,c4__1_3__evidence__현지면담:001,기획처장,기획처장,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,,Change type is heuristic unless verification_status is confirmed.,면담;증빙,chg_00064,유지,1.5,재정 집행,1.3,재정 확보 및 집행,현지면담,현지면담:002,true,근거자료,evidence,1.000,c3__1_5__evidence__현지면담:002,c4__1_3__evidence__현지면담:002,예・결산 담당자,예·결산 담당자,needs_review,not_applicable,0,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,증빙,chg_00065,삭제/이동후보,1.5,재정 집행,1.3,재정 확보 및 집행,,,true,근거자료,evidence,,c3__1_5__evidence__정보공시:001,,8. 예・결산 내역 등 학교 및 법인의 회계에 관한 사항,,needs_review,strong_candidate,1,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,증빙,chg_00066,삭제/이동후보,1.5,재정 집행,1.3,재정 확보 및 집행,,,true,근거자료,evidence,,c3__1_5__evidence__현지확인자료:001,,중장기 재정 운영 계획서,,needs_review,strong_candidate,3,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,실적기간;증빙,chg_00067,삭제/이동후보,1.5,재정 집행,1.3,재정 확보 및 집행,,,true,근거자료,evidence,,c3__1_5__evidence__현지확인자료:002,,예・결산보고서: 최근 3년 자료,,needs_review,strong_candidate,5,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Unmatched 3-cycle item requires human deletion/move review.,면담;증빙,chg_00068,삭제/이동후보,1.5,재정 집행,1.3,재정 확보 및 집행,,,true,근거자료,evidence,,c3__1_5__evidence__현지면담:001,,기획처장,,needs_review,strong_candidate,4,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,4주기 신규 추가,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00069,신설후보,,,1.4,성과관리체계 구축 및 운영,정보공시,정보공시:001,true,근거자료,evidence,,,c4__1_4__evidence__정보공시:001,,11-가. 학교 발전계획 및 특성화계획,needs_review,strong_candidate,2,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00070,유지,5.1,성과관리,1.4,성과관리체계 구축 및 운영,정보공시,정보공시:002,false,근거자료,evidence,1.000,c3__5_1__evidence__정보공시:001,c4__1_4__evidence__정보공시:002,14-자. 「고등교육법」 제11조의2에 따른 대학 평가 결과,14-자. 「고등교육법」 제11조의2에 따른 대학 평가 결과,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
,4주기 신규 추가,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00071,신설후보,5.1,성과관리,1.4,성과관리체계 구축 및 운영,제출자료_관련규정,제출자료_관련규정:001,true,근거자료,evidence,0.600,c3__5_1__evidence__제출자료_관련규정:001,c4__1_4__evidence__제출자료_관련규정:001,대학 자체평가 관련 규정,대학 성과관리 관련 규정,needs_review,weak_candidate,5,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00072,신설후보,,,1.4,성과관리체계 구축 및 운영,제출자료_관련규정,제출자료_관련규정:002,true,근거자료,evidence,,,c4__1_4__evidence__제출자료_관련규정:002,,대학 자체평가 관련 규정,needs_review,strong_candidate,5,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,4주기 신규 추가,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00073,신설후보,,,1.4,성과관리체계 구축 및 운영,제출자료_첨부,제출자료_첨부:001,true,근거자료,evidence,,,c4__1_4__evidence__제출자료_첨부:001,,대학 중장기 발전계획서,needs_review,weak_candidate,5,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00074,유지,5.1,성과관리,1.4,성과관리체계 구축 및 운영,제출자료_첨부,제출자료_첨부:002,false,근거자료,evidence,1.000,c3__5_1__evidence__제출자료_첨부:001,c4__1_4__evidence__제출자료_첨부:002,대학 자체평가보고서,대학 자체평가보고서,confirmed,not_applicable,0,evidence_or_metric_impact,not_required,false
