candidate_id,candidate_type,verification_status,candidate_only_warning,section_type,section_label,source_file,source_file_date,input_index,json_path,source_id,ai_group_id,ai_theme,ai_mapping_type,ai_mapping_note,cycle4_criterion,cycle4_title,cycle_context,criterion_context,title_context
cand_00066,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,5,cycle_4.현지면담[1].mapping_note,c4__1_5__evidence__현지면담:002,,,,4주기 신규 추가,,,4,1.5,교육성과
cand_00067,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,5,cycle_4.현지면담[2].mapping_note,c4__1_5__evidence__현지면담:003,,,,4주기 신규 추가,,,4,1.5,교육성과
cand_00068,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,5,cycle_3[0].정보공시[0].mapping_note,c3__5_2__evidence__정보공시:001,,,,4주기에서 삭제됨,,,3,5.2,교육성과
cand_00069,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,5,cycle_3[0].정보공시[1].mapping_note,c3__5_2__evidence__정보공시:002,,,,4주기에서 삭제됨,,,3,5.2,교육성과
cand_00070,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,5,cycle_3[0].현지확인자료[0].mapping_note,c3__5_2__evidence__현지확인자료:001,,,,4주기에서 삭제됨,,,3,5.2,교육성과
cand_00071,cycle_partial_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,5,cycle_3[1].partial_mapping_note,,,,,3주기 5.4 중 정보공시 '5-다. 졸업생의 취업 현황'만 4주기 1.5로 이동. 나머지(제출자료·현지확인자료·현지면담·시설방문)는 4주기 4.3으로 이동,,,3,5.4,취･창업지원 및 성과
cand_00072,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,$,,6,사회공헌 및 지역사회 연계·협력,통합·이동 (N:1),3주기 5.5(사회봉사)와 5.6(지역사회 연계·협력)이 4주기 1.6으로 통합·이동됨. 4주기에서 '사회봉사 교과목 운영 관련 근거 규정'과 '사회봉사 연간 계획' 신설. 지역사회 및 지역대학 공유·연계·협력 관련 규정·실적 자료 통합. 현지면담에 '사회봉사단(센터)장' 추가.,1.6,사회공헌 및 지역사회 연계·협력,,,
cand_00073,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_4.제출자료_관련규정[1].mapping_note,c4__1_6__evidence__제출자료_관련규정:002,,,,4주기 신규 추가,,,4,1.6,사회공헌 및 지역사회 연계·협력
cand_00074,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_4.제출자료_관련규정[2].mapping_note,c4__1_6__evidence__제출자료_관련규정:003,,,,4주기 신규 추가,,,4,1.6,사회공헌 및 지역사회 연계·협력
cand_00075,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_4.현지확인자료[0].mapping_note,c4__1_6__evidence__현지확인자료:001,,,,4주기 신규 추가,,,4,1.6,사회공헌 및 지역사회 연계·협력
cand_00076,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[0].현지면담[0].mapping_note,c3__5_5__evidence__현지면담:001,,,,"4주기에서 표현 변경: '사회봉사 업무 담당자, 사회봉사 교과목 담당 교수' → '사회봉사단(센터)장, 사회봉사 업무 담당자, 사회봉사 교과목 담당 교수'",,,3,5.5,사회봉사
cand_00077,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[0].현지면담[1].mapping_note,c3__5_5__evidence__현지면담:002,,,,4주기에서 삭제됨,,,3,5.5,사회봉사
cand_00078,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[1].제출자료_첨부[0].mapping_note,c3__5_6__evidence__제출자료_첨부:001,,,,4주기에서 삭제됨,,,3,5.6,지역사회 연계·협력
cand_00079,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[1].제출자료_첨부[1].mapping_note,c3__5_6__evidence__제출자료_첨부:002,,,,4주기에서 삭제됨,,,3,5.6,지역사회 연계·협력
cand_00080,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[1].현지확인자료[0].mapping_note,c3__5_6__evidence__현지확인자료:001,,,,4주기에서 표현 변경: '지역대학과의 인적・물적 공유 관련 실적 자료: 최근 3년 자료' → '지역사회 및 지역대학과의 인적·물적 공유 및 연계·협력 관련 실적 자료: 최근 3년 자료',,,3,5.6,지역사회 연계·협력
cand_00081,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[1].현지확인자료[1].mapping_note,c3__5_6__evidence__현지확인자료:002,,,,3주기 5.6의 '지역대학과의 인적·물적 공유 관련 실적 자료'와 통합되어 4주기 1.6의 '지역사회 및 지역대학과의 인적·물적 공유 및 연계·협력 관련 실적 자료'로 변경됨,,,3,5.6,지역사회 연계·협력
cand_00082,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,6,cycle_3[1].현지면담[1].mapping_note,c3__5_6__evidence__현지면담:002,,,,4주기에서 표현 변경: '지역대학 및 지역사회 연계・협력 담당자' → '지역대학 및 지역사회 연계·협력 부서장 및 담당자',,,3,5.6,지역사회 연계·협력
cand_00083,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,7,$,,7,교육과정 체계,유지 (1:1),준거번호 유지. 근거자료 항목 동일. '전공 교육과정' → '전공교육과정' 띄어쓰기 변경.,2.1,교육과정 체계,,,
cand_00084,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,8,$,,8,교양교육과정,유지·간소화 (1:1),"준거번호 유지. 4주기에서 현지확인자료 다수 항목 삭제(교양과목별 평균 수강학생수, 전임교원 평균 강의 시수, 비교과과정 구성 현황). 수강신청 안내 책자와 교양교육 운영 지원 조직도만 유지.",2.2,교양교육과정,,,
cand_00085,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,8,cycle_3[0].현지확인자료[1].mapping_note,c3__2_2__evidence__현지확인자료:002,,,,4주기에서 삭제됨,,,3,2.2,교양교육과정
cand_00086,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,8,cycle_3[0].현지확인자료[2].mapping_note,c3__2_2__evidence__현지확인자료:003,,,,4주기에서 삭제됨,,,3,2.2,교양교육과정
cand_00087,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,8,cycle_3[0].현지확인자료[3].mapping_note,c3__2_2__evidence__현지확인자료:004,,,,4주기에서 삭제됨,,,3,2.2,교양교육과정
cand_00088,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,9,$,,9,전공교육과정,유지·확장 (1:1),"준거번호 유지. 4주기에서 '부·복수·다전공·기타전공(융합, 연계, 자율전공 등) 및 소단위 전공 제도 운영 관련 규정' 신설. 실험·실습·실기 과목에 '설계' 추가. 수업 조교 업무분장표·인사발령사항·담당 교과목 현황, 부·복수·다전공 이수 현황, 소단위 전공 이수 현황 등 현지확인자료 신설.",2.3,전공교육과정,,,
